timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1493118640403,60060,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-250,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640438,60064,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-251,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640495,60064,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-252,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640544,60032,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-253,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640616,60061,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-254,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640684,60079,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-255,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640751,60075,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-256,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640768,60066,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-257,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640825,60051,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-258,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640895,60039,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-259,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118640990,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-260,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641028,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-261,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641093,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-262,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641163,60065,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-263,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641211,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-264,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641286,60050,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-265,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641369,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-266,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641409,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-267,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641495,60042,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-268,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641574,60054,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-270,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641557,60071,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-269,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641664,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-271,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641751,60036,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-272,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641802,60077,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-273,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641863,60068,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-274,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641909,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-275,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118641992,60046,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-276,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642042,60046,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-277,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642120,60069,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-278,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642199,60040,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-279,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642260,60030,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-280,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642317,60060,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-281,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642380,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-282,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642450,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-283,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642508,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-284,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642595,60063,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-285,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642686,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-286,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118642764,60062,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-287,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118643493,60044,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-296,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118643492,60045,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-297,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118643508,60052,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-295,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
1493118643501,60058,TCP_Report_ICall_HB_TextPush,500,org.apache.jmeter.protocol.tcp.sampler.ReadException: ,线程组 2-289,text,true,,40,1000,1000,null,,0,UTF-8,1,0,testcrm.localdomain,0,0
